69.9,14085,14085,592.98
70,14097,14097,565.11
70.1,14109,14109,537.21
70.2,14122,14122,509.27
70.3,14134,14134,481.29
70.4,14146,14146,453.28
70.5,14159,14159,425.24
70.6,14171,14171,397.16
70.7,14183,14183,369.05
70.8,14195,14195,340.91
70.9,14207,14207,312.73
71,14219,14219,284.52
71.1,14231,14231,256.27
71.228,14247,14247,220.21
